Word Frequencies:
guileful: 4
newbegot: 2
croppd: 8
flowerdeluces: 4
tides: 12
disgraceful: 2
intermissive: 2
flieth: 2
slack: 26
doubtst: 2
overrun: 2
laments: 16
august: 4
encompassed: 14
enrank: 2
archers: 6
pitched: 10
confusedly: 2
enacted: 10
enragd: 10
exclaimd: 2
agazd: 2
spying: 6
undaunted: 8
massacre: 12
walloon: 4
foemen: 4
hungerford: 4
slaughterd: 16
headlong: 14
bonfires: 12
besiegd: 4
craveth: 2
quell: 12
munition: 4
eltham: 6
otherwhiles: 2
beeves: 2
mice: 8
remaineth: 6
madbraind: 4
fretting: 8
killeth: 2
dastards: 4
homicide: 8
fighteth: 2
froissart: 2
samsons: 4
goliases: 2
sendeth: 2
rawbond: 2
gimmers: 2
appalld: 2
dismayd: 14
ordained: 12
sibyls: 4
descry: 12
unfallible: 2
untraind: 2
contemptible: 4
waited: 14
displayd: 10
deigned: 2
reveald: 2
whereas: 16
rays: 10
infused: 6
unpremeditated: 2
vanquishest: 2
renounce: 10
keenedgd: 2
touraine: 10
katharines: 2
overcomes: 2
amazon: 8
fightest: 2
deborah: 2
christs: 4
impatiently: 6
sueth: 2
professions: 10
shrives: 2
disturb: 28
distrustful: 2
recreants: 4
martins: 2
halcyons: 2
ceaseth: 2
spreading: 6
mahomet: 2
constantine: 2
philips: 2
immortalized: 2
imperiously: 4
willed: 4
warrantize: 2
fainthearted: 6
prizest: 2
peeld: 2
proditor: 2
contrivedst: 2
givst: 14
indulgences: 2
cardinals: 50
damascus: 2
abel: 2
bearingcloth: 4
privileged: 6
cuff: 12
pope: 38
contumeliously: 2
distraind: 2
oercharging: 2
tumultuous: 8
dwellingplaces: 2
henceforward: 12
heartblood: 14
besieged: 8
suburbs: 16
mastergunner: 2
intrenchd: 2
overpeer: 4
intercept: 8
inconvenience: 2
spyst: 2
governors: 14
spy: 56
turrets: 10
handled: 8
gotst: 6
releasd: 2
ponton: 2
santrailles: 2
barterd: 2
vileesteemd: 2
fists: 2
entertaind: 12
scoffs: 6
contumelious: 6
produced: 6
scarecrow: 4
grisly: 6
deemd: 2
adamant: 6
sufficiently: 6
skirmishes: 2
thirteen: 10
trump: 12
vieweth: 2
avenge: 2
tumults: 4
cometh: 8
prophetess: 10
lifteth: 2
puzel: 2
dogfish: 2
quagmire: 4
pursueth: 2
driveth: 4
chaseth: 2
chastise: 12
highminded: 2
victual: 4
hungrystarved: 2
whirled: 2
potters: 2
hannibal: 8
stench: 8
hives: 2
whelps: 4
leopard: 6
oftsubdued: 2
salisburys: 2
divinest: 6
astraeas: 2
bloomd: 2
statelier: 2
pyramis: 2
rhodopes: 2
memphis: 2
richjeweld: 2
coffer: 18
darius: 2
festivals: 4
frances: 4
sentinel: 12
servitors: 6
artois: 2
caroused: 4
banqueted: 2
baleful: 14
sorcery: 4
fortitude: 10
masculine: 6
standard: 10
bulwarks: 8
st: 10
unready: 6
scapd: 12
chamberdoors: 2
venturous: 10
sped: 18
defensive: 4
deceitful: 16
partakers: 2
improvident: 4
weighty: 26
precinct: 2
fro: 6
relieving: 2
weakly: 8
platforms: 2
endamage: 4
overveild: 2
erect: 8
engraved: 4
newcome: 4
dusky: 12
vapors: 2
scared: 10
turtledoves: 2
applauded: 2
comic: 4
oratory: 12
overruled: 4
unbidden: 2
welcomest: 2
scythian: 4
tomyris: 2
cyrus: 2
fabulous: 4
strongknit: 4
dwarf: 8
writhled: 2
shrimp: 4
abrupt: 2
certify: 2
talbots: 36
bloodthirsty: 2
gallery: 16
captivate: 6
laughest: 2
riddling: 6
contrarieties: 2
yoketh: 2
razeth: 2
subverts: 2
desolate: 14
misconster: 4
blades: 6
daw: 4
purblind: 12
apparelld: 10
significants: 2
trueborn: 4
fewest: 4
objected: 2
witnessing: 4
consuming: 8
lionel: 8
crestless: 2
ripend: 4
blooddrinking: 6
braved: 6
decaying: 2
gray: 6
pursuivants: 4
nestorlike: 2
argue: 12
overborne: 12
burdening: 2
pithless: 2
droops: 6
sapless: 4
numb: 4
unable: 12
swiftwinged: 4
witting: 2
arbitrator: 6
despairs: 2
umpire: 8
ignobly: 8
yorks: 26
detaind: 4
flowering: 6
firstbegotten: 2
percies: 2
endeavourd: 2
thatyoung: 2
heroic: 2
labored: 2
langley: 12
weening: 2
installd: 4
studious: 4
admonishments: 2
strongfixed: 2
slaughterer: 2
giveth: 4
hermit: 12
overpassd: 2
pamphlets: 2
studiously: 2
intendst: 2
extemporal: 6
verbatim: 2
froward: 28
beseems: 10
laidst: 2
trap: 8
sifted: 2
perverse: 8
preferreth: 2
engenders: 12
lordly: 14
patronage: 4
unreverent: 6
fitteth: 6
unhallowd: 6
fling: 16
jar: 16
gnaws: 4
tawnycoats: 2
uproar: 10
pebble: 6
banding: 2
pelt: 6
slaughtering: 2
mitigate: 6
unaccustomd: 10
commonweal: 18
inkhorn: 6
parings: 4
relent: 32
tragical: 10
preach: 8
serveth: 2
surgeons: 10
exhibit: 8
recompensed: 2
willeth: 4
reguerdon: 2
girt: 8
grudge: 22
ignoble: 18
disanimates: 2
festered: 4
sacks: 6
slothful: 2
rulers: 2
paysans: 2
pauvres: 2
gens: 4
rung: 12
practisants: 2
specify: 8
thrusting: 10
discernd: 2
joineth: 2
talbonites: 2
turret: 2
defer: 4
excursion: 2
unawares: 10
scoff: 4
graybeard: 2
hag: 14
encompassd: 4
lustful: 14
paramours: 2
twit: 4
damsel: 16
hecate: 18
seignieur: 4
footboys: 4
goodbye: 2
sustaind: 4
latebetrayed: 2
coeurdelions: 2
crazy: 2
pendragon: 2
enshrines: 2
erects: 2
braves: 8
gleeks: 2
amort: 4
exequies: 2
potentates: 6
corrosive: 4
remedied: 4
diffidence: 4
policies: 2
reverenced: 4
persuasions: 4
mixd: 12
sugard: 2
entice: 12
sweeting: 10
extirped: 2
expulsed: 2
earldom: 10
parisward: 2
enchant: 10
handmaid: 8
overtedious: 2
bewitchd: 8
exclaims: 16
joinst: 4
fightst: 4
wandering: 18
batterd: 6
cannonshot: 2
prejudice: 8
reclaimd: 4
fortresses: 2
submissive: 8
ascribes: 2
resident: 4
stouter: 2
reguerdond: 2
disgracing: 2
spakst: 4
whoso: 8
broach: 8
miscreant: 8
elect: 10
righteous: 12
unworthily: 4
installed: 6
patay: 2
profaning: 2
degraded: 4
hedgeborn: 2
bluntly: 6
superscription: 4
guile: 8
crossing: 10
carping: 6
represent: 6
stubbornly: 2
repugn: 2
argued: 8
ignominious: 6
confutation: 2
quaint: 24
paleness: 4
bewrayd: 4
faintness: 4
cunningly: 12
brainsick: 12
frivolous: 6
factious: 20
emulations: 2
toucheth: 10
objections: 6
wavering: 8
disagree: 2
grudging: 6
willful: 2
certified: 4
suspicious: 10
discretions: 6
institute: 4
respite: 12
prettily: 14
wist: 2
didbut: 2
decipherd: 2
shouldering: 2
bandying: 4
scepters: 2
quartering: 2
airbraving: 2
approacheth: 8
snares: 10
pitchd: 2
unconquerd: 2
sandy: 12
fables: 4
heedless: 4
parkd: 2
mazed: 6
yelping: 6
kennel: 12
rascallike: 2
moodymad: 2
stags: 4
scouts: 10
doggd: 6
louted: 2
hemmd: 6
forfeiting: 4
sunderd: 2
maine: 38
blois: 2
tours: 6
vulture: 12
neglection: 6
everliving: 2
overdaring: 2
unheedful: 4
oermatchd: 2
ringd: 2
assailing: 4
warwearied: 2
perisheth: 2
fraud: 12
entrappd: 2
nobleminded: 4
stratagems: 10
buto: 2
illboding: 4
unavoided: 8
preserved: 16
hemmed: 2
rescues: 4
boldfaced: 2
quickend: 2
interchanging: 4
purposing: 2
frenchmens: 8
shortning: 2
households: 12
icarus: 6
captivity: 14
tendering: 2
dizzyeyd: 2
clustering: 4
overmounting: 2
laughst: 2
lither: 2
ragingwood: 2
inhearsed: 2
nurser: 2
gallias: 2
washford: 2
waterford: 2
valence: 2
goodrig: 2
urchinfield: 2
blackmere: 2
verdun: 2
alton: 2
cromwell: 88
wingfield: 2
furnival: 2
sheffield: 2
falconbridge: 10
magnifiest: 2
flyblown: 2
frenchmans: 4
nemesis: 2
upstart: 4
putrify: 2
reard: 8
armagnac: 6
godly: 8
stablish: 2
immanity: 2
professors: 6
paramour: 10
legate: 22
coequal: 2
debated: 8
dover: 42
inshippd: 2
clothing: 2
parisians: 2
accomplices: 2
repine: 4
spells: 10
periapts: 2
admonish: 2
helpers: 4
accustomd: 4
overlong: 2
lop: 8
condescend: 4
bloodsacrifice: 2
loftyplumed: 2
incantations: 2
droopeth: 2
unchain: 2
spelling: 2
circe: 2
plaguing: 2
banning: 4
enchantress: 2
gazes: 14
whosoeer: 4
allotted: 4
swan: 18
cygnets: 4
servile: 22
twinkling: 10
daunted: 6
cooling: 14
dispensation: 6
enthralld: 6
quid: 2
quo: 6
servility: 2
scepter: 2
fickleness: 2
easyheld: 2
deputy: 48
plighted: 8
labyrinth: 6
minotaurs: 2
lurk: 20
bethink: 42
extinguish: 2
timeless: 16
bachelorship: 2
graceless: 12
obstacle: 4
collop: 4
afield: 8
ravenous: 16
polluted: 6
lusts: 18
misconceived: 2
infancy: 22
rigorously: 2
effused: 2
faggots: 2
enow: 10
barrels: 2
unrelenting: 6
warranteth: 2
homicides: 2
preciseness: 2
juggling: 10
machiavel: 6
deluded: 2
manywhom: 2
reflex: 4
gloomy: 6
implored: 2
aspiring: 14
boiling: 12
chokes: 4
viceroy: 4
regal: 24
adorn: 8
reasonless: 4
unvanquishd: 2
detract: 4
coveting: 2
obtain: 24
compromise: 6
comparison: 14
ruthless: 24
garrison: 2
ensigns: 4
rigor: 2
tempestuous: 8
provokes: 20
shipwreck: 6
arrive: 12
fruition: 2
superficial: 4
preface: 4
enticing: 4
betrothd: 8
ruler: 12
forsaketh: 2
marketmen: 2
attorneyship: 2
bindeth: 2
bringeth: 4
conquerors: 16
inflaming: 6
expenses: 8
perplexed: 6
troyan: 2
edmunds: 8
southwark: 8
kenilworth: 4
idens: 4
dartford: 4
eleanor: 124
duchess: 242
buckingham: 508
clifford: 270
vaux: 18
horner: 22
thump: 14
hume: 38
southwell: 14
margery: 16
jourdain: 14
roger: 12
simpcox: 46
stanley: 156
mastersmate: 2
whitmore: 30
cade: 194
bevis: 24
smith: 26
chartham: 6
saye: 42
matthew: 6
gough: 6
iden: 34
kentish: 6
petitioners: 10
aldermen: 8
prentices: 6
procurator: 2
sicil: 2
calaber: 2
bretagne: 2
espoused: 6
marquess: 34
arisewelcome: 2
kisso: 2
alderliefest: 2
ruder: 6
overjoy: 2
yclad: 2
imprimis: 10
sicilia: 48
thirtieth: 2
duchy: 4
released: 8
qualm: 6
duchies: 2
welllord: 2
swordcousin: 2
expiredthanks: 2
pillars: 10
unload: 4
bedfords: 2
vigilance: 6
cancelling: 2
blotting: 4
razing: 2
defacing: 2
peroration: 2
newmade: 18
dims: 2
dowries: 2
fifteenth: 2
staid: 4
rancour: 10
bickerings: 2
lordings: 6
wealthy: 24
displeased: 12
smoothing: 6
bewitch: 4
circumspect: 4
clapping: 8
humphreys: 30
housekeeping: 6
excepting: 8
somersets: 6
buckinghams: 12
pennyworths: 4
revelling: 8
whileas: 2
shared: 4
bargained: 4
calydon: 2
nevilles: 12
churchlike: 2
dearbought: 2
milkwhite: 12
bookish: 6
overripened: 2
ceres: 28
enchased: 2
grovel: 4
circled: 10
lengthen: 6
abase: 4
troublous: 8
dreamed: 14
rehearsal: 6
officebadge: 2
bode: 14
cathedral: 2
illnurtured: 2
protectors: 16
hammering: 6
stumblingblocks: 2
humes: 4
multiplied: 4
conferred: 2
depth: 14
underground: 4
propounded: 2
mum: 24
asketh: 4
eleanors: 4
conjurations: 2
broker: 12
attainture: 2
petitioner: 20
supplications: 6
indeedwhats: 2
yourswhats: 2
enclosing: 2
melford: 2
township: 2
pursuivant: 14
presentlywell: 2
cullionssuffolk: 2
albions: 6
governance: 2
atilt: 2
stolst: 2
resembled: 6
avemaries: 4
champions: 8
prophets: 10
apostles: 2
canonized: 4
churchman: 14
grumbling: 6
avenged: 8
contemptuous: 4
baseborn: 6
callet: 6
vaunted: 2
quire: 4
demeaned: 4
regentship: 2
dispute: 12
sonand: 2
preferred: 12
kingas: 2
bondmen: 8
racked: 4
clergys: 2
bags: 18
extortions: 2
treasury: 12
frenchwoman: 4
commandments: 4
hamper: 2
dandle: 4
breeches: 16
fume: 10
overblown: 10
quadrangle: 2
spiteful: 6
meetest: 4
unmeet: 12
danced: 14
garret: 2
accuser: 4
prevaileth: 2
expects: 8
exorcisms: 2
gear: 20
wizards: 2
screechowls: 4
bandogs: 2
conjuro: 2
terribly: 6
riseth: 8
adsum: 2
m: 6
asnath: 2
trash: 22
indebted: 6
guerdoned: 4
threatest: 2
asunderyou: 2
trinkets: 6
forthcoming: 6
aio: 2
aeacida: 2
romanos: 2
vincere: 2
posse: 2
awaits: 2
betide: 16
oracles: 6
hallooing: 2
flew: 16
falcons: 8
smoothst: 2
priesthood: 4
tantaene: 2
animis: 2
coelestibus: 2
irae: 2
protectorship: 6
peacemakers: 4
sportaside: 2
twohand: 2
shave: 4
fence: 28
medice: 2
teipsum: 2
townsman: 8
simpcoxs: 2
townsmen: 4
berwick: 6
unhallowed: 18
oftener: 6
alban: 6
lovdst: 2
plums: 2
damsons: 2
coalblack: 16
cloaks: 10
gowns: 14
sander: 4
lyingest: 4
impossiblemy: 2
bynow: 2
lordcome: 4
ringleader: 2
demanding: 4
heaping: 4
tainture: 2
faultless: 6
poise: 18
prevails: 8
craving: 10
hatfield: 4
woodstock: 2
thirds: 8
seized: 22
philippa: 4
anne: 346
lionels: 2
beauforts: 6
snared: 4
assures: 2
neville: 2
cobham: 8
despoiled: 2
judged: 18
condemns: 8
ambitiously: 4
pulls: 16
lopped: 8
goplease: 2
appellant: 10
bested: 2
sandbag: 4
fastened: 6
charneco: 2
draught: 20
apron: 6
instigation: 6
weaponfellow: 2
revealed: 8
uneath: 2
tenderfeeling: 2
abrook: 2
tearstained: 2
sheet: 24
deepfet: 2
trowest: 6
pointingstock: 2
aimest: 2
scathe: 8
crimeless: 2
holden: 2
reproachfully: 2
shifted: 8
strangeness: 24
faroff: 8
knits: 8
unbowed: 2
seemeth: 24
respecting: 12
shallowrooted: 2
oergrow: 2
supplant: 12
allegation: 2
effectual: 8
subornation: 6
reputing: 2
vaunts: 4
instigate: 4
unsounded: 6
downfall: 12
fraudful: 2
firmly: 18
bribes: 6
studying: 6
dispursed: 2
garrisons: 2
defamed: 2
felonious: 2
fleeced: 2
passengers: 8
condign: 4
tortured: 6
felon: 6
suspense: 2
rancours: 4
complot: 8
willingness: 4
blab: 6
unburdens: 2
overweening: 10
liefest: 2
conventicles: 2
clerkly: 8
allegations: 2
winners: 6
gnarling: 4
engirt: 8
louring: 6
envies: 4
subversion: 2
slaughterhouse: 14
lowing: 4
darlings: 6
bewails: 2
unhelpful: 2
relenting: 6
rolled: 6
checkered: 2
chicken: 6
surveyor: 32
subtlety: 4
mates: 26
thricenoble: 6
accordeth: 2
meritorious: 8
orders: 12
skills: 6
impugns: 2
uncurable: 4
farfet: 2
wishest: 4
uncivil: 16
kerns: 14
choicely: 2
irishmen: 2
enjoying: 14
meanborn: 2
weaves: 4
politicly: 4
madmans: 8
circuit: 8
transparent: 10
madbred: 2
kentishman: 2
ashford: 4
sharpquilled: 2
morisco: 2
shaghaired: 2
undiscovered: 2
villainies: 10
inflict: 8
published: 4
straiter: 2
culpable: 2
meg: 10
chirping: 2
wren: 14
firstconceived: 2
sugared: 8
gazer: 6
heartoffending: 2
bloodconsuming: 2
recall: 6
leper: 2
boded: 4
forewarning: 2
scorpions: 4
aeolus: 2
prettyvaulting: 2
cowered: 2
hatches: 16
earnestgaping: 2
diamonds: 14
inconstancy: 12
ascanius: 2
witched: 2
scatter: 12
calmed: 4
spleenful: 4
liegestay: 2
drain: 8
thricefamed: 2
timelyparted: 2
ashy: 8
meagre: 14
bloodless: 16
conflict: 20
attracts: 4
aidance: 4
beautify: 10
staring: 14
displayed: 14
tugged: 2
sticking: 6
wellproportioned: 2
noblemen: 14
heifer: 4
partridge: 4
puttocks: 2
unbloodied: 2
talons: 8
rusted: 2
controller: 4
bluntwitted: 2
blameful: 6
crabtree: 4
bucklers: 8
deathsman: 6
quitting: 2
meantst: 2
bastardy: 18
bloodsucker: 2
breastplate: 2
injustice: 20
contradict: 12
glided: 2
envenomed: 4
unpolished: 6
tinkers: 8
playfellows: 4
execrations: 4
softhearted: 6
mandrakes: 4
stumble: 18
daintiest: 4
cypresstrees: 2
prospect: 12
lizards: 6
frightful: 4
hiss: 26
boding: 8
darkseated: 2
tormentst: 2
overcharged: 6
gun: 10
printed: 8
surmised: 4
loather: 2
blaspheming: 4
omitting: 4
cradlebabe: 2
deathful: 2
wheresoer: 6
woefullst: 4
cask: 2
blinded: 10
limetwigs: 2
apothecary: 22
mover: 4
meddling: 8
peaceably: 4
blabbing: 2
loudhowling: 2
arouse: 4
flagging: 2
misty: 14
pinnace: 6
downs: 4
discoloured: 4
throatsfor: 2
calculate: 6
bloodyminded: 4
gaultier: 4
blur: 4
merchantlike: 2
footcloth: 6
crestfallen: 6
abortive: 8
voiding: 2
longboats: 2
smiledst: 2
hags: 8
affy: 4
sylla: 2
overgorged: 2
gobbets: 4
thorough: 26
hating: 4
encroaching: 2
revenging: 4
hopeful: 20
invitis: 2
nubibus: 2
theeaway: 2
drudges: 4
bargulus: 2
illyrian: 2
drones: 6
beehives: 2
waft: 12
pene: 2
gelidus: 2
timor: 2
occupat: 2
artus: 2
uncovered: 8
bezonians: 2
banditto: 2
tully: 2
islanders: 10
clothier: 2
nap: 8
handicraftsmen: 2
workmen: 6
bests: 2
wingham: 2
iniquitys: 2
argo: 2
sawyer: 2
herrings: 4
bricklayer: 4
midwife: 22
lacies: 2
pedlers: 2
laces: 2
furred: 6
bucks: 6
marketdays: 2
loaves: 2
threehooped: 2
felony: 4
cheapside: 4
peoplethere: 2
scribbled: 4
copies: 18
obligations: 2
courthand: 2
diecome: 2
emmanuel: 2
plaindealing: 6
cottages: 4
silkencoated: 2
plasterer: 2
shearman: 2
gardener: 16
beggarwoman: 2
bricks: 2
myselfgo: 2
spancounter: 2
furthermore: 6
sayes: 2
mained: 2
gelded: 8
behavedst: 2
deservest: 6
brigandine: 2
dragged: 6
mayors: 2
gaols: 2
softens: 2
throbbing: 4
mourned: 4
killingworth: 4
appeased: 6
gotten: 10
thirsting: 2
withstand: 4
pissing: 2
conduit: 8
claret: 2
savoy: 2
stinks: 2
toasted: 6
oneandtwenty: 2
fifteens: 2
subsidy: 2
serge: 2
pointblank: 4
jurisdiction: 4
mounsieur: 2
basimecu: 2
besom: 2
erecting: 2
grammar: 4
forefathers: 6
tally: 2
papermill: 2
usually: 4
noun: 2
verb: 2
oughtst: 2
bona: 42
terra: 4
mala: 2
commentaries: 2
civilst: 2
exacted: 2
parleyed: 2
behoof: 6
struckst: 2
reaching: 6
caudle: 6
hatchet: 2
palsy: 6
steadier: 2
behead: 2
injured: 6
bloodshedding: 2
harbouring: 2
soninlaws: 4
cromer: 2
poles: 2
obdurate: 18
capite: 2
consult: 8
maces: 2
rabblement: 4
magnus: 2
lording: 2
villiago: 2
cades: 4
stayingin: 2
middest: 2
terrace: 2
halters: 6
redeemed: 6
infortunate: 4
advertised: 12
gallowglasses: 4
proclaimeth: 2
redound: 2
brick: 6
sallet: 8
brainpan: 2
turmoiled: 2
contenteth: 2
leaveah: 2
ostrich: 2
whatsoeer: 10
doornail: 2
steadfastgazing: 2
digged: 8
forbears: 4
burlyboned: 2
chines: 2
burying: 8
unconquered: 4
hallow: 8
emblaze: 2
sancta: 2
majestas: 2
fleurdeluce: 2
telamonius: 2
pledges: 8
marcheth: 6
longimprisoned: 2
grasp: 6
achilles: 338
enfranchisement: 12
bloodbespotted: 2
neapolitan: 10
mistakes: 12
chop: 18
falseheart: 2
felllurking: 2
baitingplace: 2
oerweening: 2
paw: 6
indigested: 4
orphan: 6
patrimony: 8
customed: 4
sophister: 2
rampant: 2
chained: 4
stigmatic: 4
cumberland: 6
deadlyhanded: 2
unassailed: 2
prowess: 6
couronne: 2
oeuvres: 2
frozen: 26
premised: 2
chairdays: 2
reclaims: 2
flax: 10
medea: 4
absyrtus: 2
cliffords: 12
anchises: 6
readily: 4
blasphemy: 6
discomfit: 2
forgets: 8
contusions: 2
brush: 4
repairing: 2
writs: 2
eternized: 2
towton: 4
saxton: 4
middleham: 4
barnet: 8
tewkesbury: 6
rutland: 48
montague: 174
pembroke: 82
elizabeth: 250
richmond: 140
montgomery: 20
somerville: 12
huntsman: 34
wiltshires: 2
usurps: 10
bywords: 2
sturdy: 4
aspire: 16
poltroons: 2
shambles: 4
disprove: 8
marched: 10
honourest: 2
cavilling: 2
interrupts: 2
windingsheet: 4
resigned: 6
unconstrained: 6
prejudicial: 2
layst: 4
essex: 10
stamps: 14
lifetime: 2
unnaturally: 2
disinherit: 6
conditionally: 2
reconciled: 14
disinherited: 6
chancellor: 26
environed: 14
tossed: 8
preferst: 2
repealed: 10
lukewarm: 6
privily: 10
kentishmen: 2
resteth: 6
whenas: 12
chaplain: 8
pentup: 4
coffins: 4
slake: 2
miserably: 2
di: 2
faciant: 2
laudis: 2
summa: 2
ista: 2
tuae: 2
cleaving: 6
blade: 24
rescuing: 2
hungerstarved: 2
bechanced: 2
falchion: 16
hilt: 6
hardiest: 2
budged: 2
overmatching: 2
numbered: 6
quenchless: 4
phathon: 6
noontide: 10
scorning: 14
invectives: 2
prolong: 6
struggles: 4
gin: 10
cony: 2
struggle: 6
oermatched: 2
outstretched: 6
revelled: 6
preachment: 2
crookback: 6
dicky: 2
dad: 6
rave: 10
parched: 4
rutlands: 6
unpardonable: 2
shewolf: 2
captivates: 2
vizardlike: 2
unchanging: 2
type: 6
sicils: 4
adage: 4
wondered: 14
antipodes: 10
septentrion: 2
wrapped: 10
flexible: 4
allays: 2
inexorable: 4
hyrcania: 2
dippedst: 2
fastfalling: 2
hardhearted: 16
weepingripe: 4
stabbing: 12
gentlehearted: 2
northumberlands: 4
singled: 8
thickest: 8
fared: 4
opes: 4
prancing: 2
separated: 8
racking: 2
clearshining: 2
inviolable: 6
meeds: 2
overshine: 4
foretell: 10
lookeron: 6
hardesttimbered: 2
slaughtered: 22
saddest: 4
viewed: 12
treacherously: 4
closed: 12
moisture: 8
furnaceburning: 2
kindling: 4
attempting: 4
anguish: 12
wakefield: 2
mustered: 2
fiercely: 2
coldness: 4
heated: 10
nightowls: 4
thresher: 2
flail: 2
famed: 8
mildness: 16
numbering: 4
helmets: 8
haught: 6
easymelting: 2
failstas: 2
borough: 4
archenemy: 2
infringed: 6
unloving: 2
unreasonable: 8
offering: 16
youngs: 2
inferring: 2
arguments: 22
hoarding: 4
thousandfold: 8
unsheathe: 6
darraign: 2
hearten: 2
longtongued: 4
bigswoln: 4
childkiller: 2
misshapen: 14
toads: 18
extraught: 2
wisp: 2
menelaus: 66
agamemnons: 16
tamed: 6
bridal: 16
brewed: 4
slipped: 8
hewn: 4
deniest: 8
runners: 2
repaid: 10
clouded: 12
withdrawn: 4
clangor: 2
fetlocks: 4
plucker: 2
whereer: 14
olympian: 4
forslow: 2
cheers: 14
sways: 16
tugging: 2
contemplate: 2
ean: 2
hawthorn: 14
embroidered: 4
curds: 6
delicates: 2
unwares: 2
warwicks: 26
bereaved: 4
flowed: 6
stoutly: 8
foemans: 2
butcherly: 2
erroneous: 4
ruthful: 6
misthink: 2
rued: 2
bemoaned: 2
sadhearted: 2
overgone: 2
glued: 8
tough: 18
commixtures: 2
impairing: 2
strengthening: 2
misproud: 2
scorched: 4
swayed: 4
luckless: 4
plaints: 8
cureless: 6
effuse: 2
argosy: 10
hewing: 2
spray: 2
screechowl: 6
threatening: 12
oershades: 4
pitiedst: 2
issuing: 8
stifle: 8
unstaunched: 2
thickgrown: 2
laund: 4
culling: 4
crossbow: 2
scare: 8
prayerbook: 4
wishful: 2
skins: 12
battry: 8
brinish: 8
inferreth: 2
decked: 6
indian: 14
obeying: 6
repossess: 8
plies: 8
bluntest: 2
incomparable: 10
concubine: 2
ghostly: 14
shrift: 18
shriver: 2
conveyed: 20
honourably: 14
unlookedfor: 6
premeditation: 2
sunders: 2
lade: 2
impossibilities: 6
oerweens: 2
shrub: 4
deformity: 10
disproportion: 4
chaos: 12
unlicked: 2
bearwhelp: 2
misshaped: 4
impaled: 2
toiling: 4
desperately: 8
artificial: 14
nestor: 136
sinon: 14
chameleon: 6
proteus: 442
conform: 2
dauntless: 8
possessor: 4
trueanointed: 2
waiteth: 2
unfeigned: 6
wellmeant: 2
suppresseth: 2
disannuls: 2
lineally: 2
obeyedst: 2
aubrey: 2
vere: 6
mellowed: 4
upholds: 8
recounted: 2
puller: 2
unhoped: 2
proveth: 4
misdeed: 2
impale: 2
grudges: 2
servitor: 8
replant: 2
joins: 4
margarets: 10
maskers: 12
uncrown: 4
wellchosen: 2
pensive: 4
malcontent: 8
homebred: 6
givn: 2
bonville: 2
choosing: 10
relate: 20
forewarned: 4
mistrustful: 4
coverture: 4
diomede: 2
sleight: 2
rhesus: 2
doubted: 18
waken: 8
nightfoes: 2
sounding: 14
calldst: 6
embassade: 2
forcibly: 6
impose: 20
misfortune: 20
wean: 6
offspring: 14
bloodsucking: 2
thicket: 12
disport: 4
huntsmen: 12
requireth: 2
lynn: 2
shipped: 16
flanders: 4
guessed: 4
fees: 16
incaged: 2
settst: 4
thwarting: 8
avoiding: 2
creators: 2
entreatfor: 2
wield: 10
presaging: 2
misgive: 2
conflicts: 2
repassed: 2
foretold: 8
lurks: 8
abodements: 2
drummer: 2
fearless: 8
speaketh: 2
whosoer: 2
gainsays: 2
border: 2
horizon: 2
germans: 8
hollanders: 2
truehearted: 6
northampton: 18
leicestershire: 2
oxfordshire: 2
troys: 4
wellminded: 2
waterflowing: 2
subsidies: 2
fawns: 4
shamefaced: 4
fount: 6
hopedfor: 4
hay: 20
greatgrown: 2
dunsmore: 2
daintry: 2
southam: 4
unbid: 2
sportful: 8
outrages: 10
atlas: 2
weakling: 4
forecast: 2
slily: 4
fingered: 2
windchanging: 2
jephthahs: 2
sacrificed: 2
misleading: 2
proudhearted: 2
unconstant: 8
brotherlike: 2
cooped: 2
bug: 4
axes: 2
overpeered: 2
shrubs: 8
powrful: 2
likened: 2
parks: 4
manors: 6
glues: 2
mought: 2
distinguished: 2
wreaths: 6
brightshining: 2
easeful: 2
gale: 6
overboard: 10
holdinganchor: 2
pilot: 18
tearful: 2
shrouds: 6
tacklings: 2
shelves: 6
quicksand: 2
infuse: 10
magnanimity: 2
gainsay: 8
usurped: 16
hames: 2
breech: 4
aesop: 2
currish: 10
malapert: 6
undutiful: 2
railer: 2
sprawlst: 2
agony: 14
twitting: 2
deathsmen: 2
almsdeed: 2
puttst: 4
lordmy: 2
preposterous: 14
misdoubteth: 2
daedalus: 2
minos: 2
seared: 2
persecutor: 2
executing: 4
waterstanding: 2
shrieked: 6
nightcrow: 2
aboding: 2
howled: 8
rooked: 2
chimneys: 6
chattring: 4
pies: 4
signified: 6
snarl: 2
greybeards: 4
repurchased: 2
autumns: 4
mowed: 2
spurred: 10
fettered: 2
swept: 4
footstool: 2
bess: 2
armours: 14
scalding: 4
sprangst: 2
judas: 36
mirthful: 2
blackfriars: 6
kimbolton: 8
wolsey: 194
secretaries: 4
campeius: 42
gardiner: 70
griffith: 48
caputius: 16
abergavenny: 20
brandon: 28
sergeantatarms: 6
bullen: 16
sandys: 52
lovell: 106
guildford: 10
lincoln: 12
cranmer: 70
kingofarms: 2
denny: 18
doorkeeper: 6
crier: 12
admirer: 2
ague: 18
andren: 2
guynes: 2
arde: 2
clung: 2
embracement: 8
clinquant: 2
shone: 12
masque: 18
discerner: 2
emby: 2
discourser: 2
